0mM,0mM,0mM,0mM,0mM,0mM,50mM,50mM,50mM,50mM,50mM,50mM,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
47.63,36.64,38.48,34.81,28.09,27.481,18.32,15.27,25.65,18.93,12.83,18.93,25.65,33.59,10.38,22.6,21.98,27.481,15.27,25.65,18.93,12.83,18.93,26.87,21.981,18.93,1.22,11,15.881,15.88,2.44,8.55,7.93,9.77,25.04,27.48,25.03,11.61,3.66,28.09,31.75,23.81,42.14,34.2,46.41,4.88,10.38,4.89,26.871,10.99,10.99,20.16,19.54,37.25
48.24,37.86,39.09,36.03,28.09,28.091,18.93,15.27,26.26,18.93,14.05,20.15,26.26,33.59,10.38,22.6,21.98,27.481,15.27,26.26,18.93,14.05,20.15,27.48,21.981,18.32,1.22,11,16.491,15.88,3.67,9.77,7.93,10.38,25.65,28.09,24.422,11.61,3.05,28.09,31.75,23.81,42.14,34.81,46.41,5.49,10.99,4.89,27.482,10.99,11.6,20.16,20.15,37.25
48.24,39.08,40.92,37.25,28.09,28.701,18.93,15.88,26.26,20.15,14.66,21.37,25.65,33.59,10.99,23.21,21.98,27.481,15.88,26.26,20.15,14.66,21.37,27.48,22.592,18.93,1.22,11.61,17.102,15.88,3.06,9.77,7.32,10.38,26.26,27.48,25.03,11.61,2.44,28.09,32.97,25.03,42.14,35.42,47.02,6.71,11.6,4.89,27.482,10.99,11.6,20.16,20.15,37.86
48.85,39.7,41.53,38.47,28.7,28.701,19.54,15.27,26.26,20.15,14.05,21.98,25.65,33.59,10.38,23.82,22.59,28.092,15.27,26.26,20.15,14.05,21.98,29.31,21.981,18.93,1.22,11.61,17.102,15.88,3.67,9.77,7.32,10.99,26.26,28.09,25.64,12.22,3.05,28.7,33.58,25.65,42.75,36.03,47.02,6.71,12.82,5.5,28.09,11.6,12.21,20.77,20.15,38.47
48.24,40.31,42.14,39.08,28.7,28.701,19.54,15.88,26.87,21.37,15.27,22.59,26.87,33.59,10.99,23.82,22.59,28.092,15.88,26.87,21.37,15.27,22.59,29.31,22.592,18.93,1.22,11.61,17.102,15.88,3.67,10.38,7.93,11.6,26.87,28.09,26.25,12.22,3.05,28.09,33.58,25.03,42.75,36.64,47.63,7.32,13.43,5.5,28.7,11.6,12.21,21.38,20.76,39.08
48.85,40.92,42.75,39.69,29.31,29.311,19.54,15.88,26.87,21.37,15.88,23.81,26.26,32.98,11.6,25.04,22.59,28.092,15.88,26.87,21.37,15.88,23.81,29.31,22.592,18.93,1.22,11.61,17.71,15.88,4.28,10.99,7.93,11.6,26.26,27.48,26.25,12.22,3.05,28.7,33.58,25.65,43.36,37.25,47.63,7.32,14.04,6.11,29.31,11.6,12.21,21.99,20.76,39.69
49.46,42.14,43.97,40.3,28.7,28.701,19.54,15.27,26.87,21.37,17.1,24.42,25.65,33.59,10.99,24.43,22.59,28.7,15.27,26.87,21.37,17.1,24.42,29.92,23.2,18.32,1.22,11.61,17.71,16.49,4.28,10.99,7.32,11.6,26.87,28.09,26.86,12.83,4.27,28.7,34.2,26.26,43.36,37.86,47.63,8.54,14.65,6.11,29.31,10.99,12.82,21.99,21.37,40.3
50.07,42.14,43.97,40.92,29.92,29.311,20.15,15.88,26.87,22.59,17.1,25.03,26.26,32.98,11.6,25.04,23.21,28.7,15.88,26.87,22.59,17.1,25.03,30.53,22.592,18.93,1.22,11.61,17.71,15.88,4.28,12.21,7.93,12.21,26.87,28.09,26.86,12.83,4.27,28.7,35.42,26.87,42.75,37.86,47.63,8.54,14.65,6.11,29.92,11.6,13.44,21.99,21.37,40.91
50.07,43.36,44.58,42.14,29.31,28.701,20.76,15.88,27.48,22.59,17.71,26.26,26.26,32.37,11.6,25.04,23.82,29.31,15.88,27.48,22.59,17.71,26.26,30.53,22.592,18.93,1.22,12.22,17.102,16.49,4.89,11.6,7.93,12.21,26.87,28.7,27.48,12.83,4.27,28.7,35.42,26.87,43.36,37.86,47.63,9.77,15.26,6.11,29.92,11.6,13.44,22.6,21.98,40.91
50.07,43.97,45.19,42.14,29.31,28.701,20.76,15.88,27.48,23.81,18.32,26.26,26.26,32.98,11.6,25.04,23.21,28.7,15.88,27.48,23.81,18.32,26.26,31.15,23.2,18.93,1.22,12.22,17.71,15.88,5.5,12.21,7.93,12.82,27.48,28.7,27.48,13.44,4.27,28.7,35.42,26.87,43.36,38.47,48.24,10.38,15.87,6.72,29.92,12.21,13.44,22.6,21.37,41.52
50.68,44.58,45.19,43.36,29.31,29.921,20.15,15.88,26.87,23.81,18.32,26.26,26.26,32.98,11.6,25.65,23.21,29.31,15.88,26.87,23.81,18.32,26.26,31.15,22.592,18.93,1.22,11.61,17.71,16.49,5.5,12.21,7.93,12.82,27.48,28.09,27.48,12.83,4.88,28.09,36.03,28.09,43.97,39.08,48.24,10.38,16.48,7.33,30.54,12.82,13.44,22.6,21.98,42.13
50.07,45.19,46.41,43.97,29.92,29.311,20.76,15.88,27.48,23.81,19.54,27.48,26.26,31.76,11.6,25.65,23.82,29.31,15.88,27.48,23.81,19.54,27.48,31.76,22.592,18.32,1.22,12.83,17.71,16.49,5.5,12.82,7.93,13.43,27.48,28.7,28.09,13.44,4.27,28.09,36.03,27.48,43.97,39.7,48.24,10.38,16.48,7.33,30.54,12.21,13.44,22.6,21.98,41.52
51.29,45.19,46.41,44.58,29.31,29.311,21.37,15.88,27.48,24.43,20.15,27.48,26.26,32.37,12.21,26.26,23.21,29.92,15.88,27.48,24.43,20.15,27.48,31.15,23.2,17.71,1.22,13.44,17.71,16.49,6.11,12.82,7.93,13.43,27.48,28.7,28.09,14.05,4.88,28.09,36.64,28.09,43.97,39.7,48.85,10.99,16.48,7.33,31.15,12.82,14.05,23.21,22.59,42.74
50.68,45.8,47.02,44.58,29.92,29.921,20.76,16.49,27.48,24.43,19.54,28.7,26.26,32.37,11.6,26.87,23.82,29.31,16.49,27.48,24.43,19.54,28.7,31.76,22.592,17.71,1.22,13.44,18.32,17.1,5.5,12.82,7.93,14.04,27.48,28.09,28.09,13.44,5.5,28.09,37.25,28.7,43.97,40.31,48.85,11.6,17.1,7.94,30.54,12.21,14.05,23.21,22.59,42.74
50.68,45.8,47.64,45.19,29.92,30.531,20.76,15.88,26.87,24.43,20.76,28.7,26.87,32.37,12.21,26.87,23.82,29.31,15.88,26.87,24.43,20.76,28.7,31.15,21.981,17.71,1.22,13.44,18.32,16.49,6.11,13.43,7.93,14.04,27.48,28.09,28.09,13.44,5.5,28.09,37.25,28.09,43.97,40.92,48.85,12.21,17.71,7.94,31.15,12.21,13.44,23.82,22.59,42.74
51.9,47.02,48.86,45.8,29.92,30.531,21.37,16.49,27.48,25.04,20.76,28.7,26.26,31.76,12.21,26.87,23.82,29.92,16.49,27.48,25.04,20.76,28.7,31.76,21.981,18.32,1.22,13.44,18.32,16.49,6.11,13.43,7.93,14.04,26.87,28.09,28.09,13.44,6.11,27.48,37.86,29.31,43.97,41.53,48.85,12.21,17.71,7.94,31.15,12.82,14.66,23.82,23.2,43.36
51.29,47.63,48.86,46.41,30.53,29.921,21.37,16.49,26.87,25.04,21.38,29.31,26.87,31.14,12.21,26.87,23.82,29.92,16.49,26.87,25.04,21.38,29.31,32.37,23.2,17.71,1.84,13.44,17.71,16.49,6.11,14.04,7.93,14.66,27.48,28.09,28.7,14.05,6.11,26.87,37.86,28.7,44.58,41.53,49.46,12.82,18.93,8.55,31.15,12.21,14.05,23.21,22.59,43.36
51.9,47.63,49.47,47.02,31.14,29.921,21.37,16.49,27.48,25.04,21.99,29.92,26.26,31.14,11.6,26.87,23.82,29.92,16.49,27.48,25.04,21.99,29.92,32.37,22.592,17.71,1.22,13.44,18.32,16.49,6.72,14.04,7.93,14.66,28.09,28.7,28.7,14.05,6.11,27.48,38.47,29.31,43.97,41.53,48.85,12.82,18.93,8.55,31.15,12.21,14.66,23.82,22.59,43.97
51.29,47.63,49.47,48.24,31.14,29.921,21.37,15.88,27.48,25.65,21.99,29.92,26.26,31.14,12.21,27.48,23.82,29.31,15.88,27.48,25.65,21.99,29.92,32.37,21.981,17.1,1.84,13.44,18.32,17.1,6.72,14.04,7.93,14.66,28.09,28.7,28.09,14.05,6.72,26.87,39.69,29.31,44.58,41.53,48.85,13.43,18.93,9.16,32.37,12.82,15.27,23.82,23.2,43.97
51.9,48.24,50.08,48.24,30.53,29.921,21.99,16.49,27.48,26.26,22.6,29.92,26.26,31.14,11.6,27.48,23.21,29.92,16.49,27.48,26.26,22.6,29.92,32.37,22.592,17.71,1.22,13.44,17.71,16.49,6.11,14.65,7.93,15.27,28.09,27.48,29.31,13.44,6.11,26.26,39.69,29.31,44.58,42.14,48.85,13.43,18.93,9.77,31.15,12.21,15.27,23.82,23.2,43.97
51.9,48.85,50.08,48.85,30.53,29.921,21.99,16.49,27.48,26.26,22.6,30.53,26.26,31.14,12.21,27.48,23.82,30.53,16.49,27.48,26.26,22.6,30.53,32.98,21.981,17.71,1.84,14.05,18.32,17.1,6.72,14.65,7.93,15.27,27.48,28.09,28.7,14.05,6.72,26.26,41.52,29.92,44.58,42.14,49.46,14.04,19.54,9.16,31.15,12.82,15.27,23.82,23.2,44.58
52.51,48.85,50.69,48.85,29.92,29.921,21.37,16.49,27.48,26.26,23.21,29.92,26.26,31.14,12.21,28.09,23.21,30.53,16.49,27.48,26.26,23.21,29.92,32.98,21.981,17.1,1.22,14.05,18.32,17.1,7.33,14.65,7.32,15.27,27.48,28.09,28.7,14.66,6.72,25.65,41.52,29.92,44.58,42.14,48.85,14.65,19.54,9.77,31.15,12.82,15.27,23.82,23.2,44.58
52.51,48.85,50.69,49.46,29.92,29.311,21.99,16.49,26.87,25.65,23.21,30.53,26.26,30.53,12.21,28.09,23.82,30.53,16.49,26.87,25.65,23.21,30.53,32.37,22.592,17.1,1.84,14.66,18.93,17.1,7.33,14.65,7.32,15.27,28.09,27.48,29.31,14.66,6.72,25.65,42.13,29.92,44.58,42.14,48.85,14.65,20.15,9.77,30.54,12.82,15.88,23.82,23.81,45.19
51.9,49.47,51.3,49.46,29.92,29.311,21.99,16.49,27.48,26.26,23.82,30.53,26.26,30.53,11.6,28.09,23.82,30.53,16.49,27.48,26.26,23.82,30.53,32.98,21.371,16.49,1.84,14.05,18.32,17.1,7.33,14.65,7.32,15.27,27.48,27.48,29.31,14.66,6.11,25.04,42.74,30.53,44.58,42.14,49.46,14.65,20.76,10.39,31.15,12.82,15.27,23.82,23.2,45.19
52.51,49.47,51.3,49.46,30.53,29.921,21.99,15.88,27.48,26.26,23.82,31.14,26.26,29.92,12.21,28.09,23.82,29.92,15.88,27.48,26.26,23.82,31.14,32.98,21.981,17.1,1.84,14.66,17.71,17.1,7.33,14.65,7.32,15.88,27.48,27.48,29.31,15.27,6.72,25.65,42.13,30.53,43.97,42.14,48.85,15.26,21.37,10.39,31.15,13.43,15.88,24.43,23.81,45.19
52.51,50.08,51.91,50.69,29.92,29.921,21.37,15.88,27.48,26.26,24.43,31.14,26.26,30.53,11.6,28.09,23.82,30.53,15.88,27.48,26.26,24.43,31.14,32.98,21.981,16.49,1.84,14.05,18.32,16.49,7.33,14.65,7.93,15.88,28.09,27.48,29.31,15.27,7.33,25.04,42.13,30.53,43.97,42.14,48.24,15.87,21.37,10.39,31.15,13.43,15.88,25.04,23.81,45.8
52.51,50.08,51.91,50.69,31.14,29.311,21.99,15.88,27.48,26.87,24.43,31.14,26.26,29.92,11.6,28.09,23.82,30.53,15.88,27.48,26.87,24.43,31.14,32.98,20.76,15.88,1.84,14.05,17.71,16.49,7.94,14.65,7.93,15.88,28.09,28.09,29.31,14.66,7.94,24.43,41.52,30.53,44.58,42.75,48.85,15.87,21.37,10.39,30.54,13.43,15.88,24.43,23.81,45.8
52.51,50.69,51.91,50.69,29.92,29.921,21.37,16.49,27.48,26.87,25.04,31.75,26.26,29.92,12.21,28.71,23.82,30.53,16.49,27.48,26.87,25.04,31.75,33.59,21.371,16.49,1.84,14.05,17.71,16.49,7.94,15.26,7.32,16.49,27.48,26.87,29.92,15.88,8.55,23.82,41.52,30.53,44.58,42.14,48.85,15.87,21.37,11,30.54,12.82,15.88,24.43,23.81,45.8
52.51,50.69,52.52,50.69,30.53,29.311,21.99,15.88,26.87,26.87,24.43,31.75,25.65,29.92,12.21,28.09,23.21,29.92,15.88,26.87,26.87,24.43,31.75,33.59,21.371,16.49,2.45,14.66,17.71,16.49,7.94,14.65,7.93,16.49,27.48,26.87,29.92,15.27,9.16,23.82,40.91,30.53,43.97,42.14,48.85,15.87,21.98,11.61,30.54,12.82,15.88,23.82,23.81,45.8
52.51,50.69,52.52,51.3,30.53,29.311,21.37,15.88,26.87,26.87,24.43,31.75,26.26,29.31,11.6,28.09,23.82,31.15,15.88,26.87,26.87,24.43,31.75,33.59,21.371,15.88,3.06,14.66,18.32,16.49,7.94,14.65,7.32,17.1,28.09,26.87,29.31,14.66,8.55,23.82,40.91,31.14,43.97,42.14,48.85,16.48,21.37,11,29.92,13.43,16.49,24.43,23.81,45.8
52.51,50.69,53.13,51.91,29.92,29.311,21.37,15.88,26.87,27.48,25.04,31.75,25.65,29.31,12.21,28.09,23.82,30.53,15.88,26.87,27.48,25.04,31.75,34.2,21.371,15.88,2.45,14.66,18.32,16.49,7.94,14.65,7.32,16.49,27.48,26.87,29.92,15.27,8.55,23.21,40.91,29.92,43.36,42.14,48.24,16.48,21.98,11,29.31,12.82,16.49,25.04,23.81,46.41
53.12,51.3,52.52,51.91,29.31,29.311,21.99,15.88,27.48,26.87,25.04,32.36,25.65,28.7,12.21,28.71,23.82,30.53,15.88,27.48,26.87,25.04,32.36,34.2,21.371,15.88,1.84,14.66,17.71,16.49,7.94,14.04,7.32,16.49,28.09,26.87,29.92,14.66,7.94,23.21,40.91,31.14,43.97,42.14,48.24,17.09,22.59,11.61,29.92,12.82,15.88,24.43,23.81,46.41
53.12,50.69,52.52,51.3,29.92,29.311,20.76,15.27,26.87,27.48,25.65,31.14,25.65,29.31,11.6,28.71,23.82,30.53,15.27,26.87,27.48,25.65,31.14,33.59,20.76,15.88,2.45,15.27,17.71,17.1,8.55,14.65,7.32,17.1,27.48,26.25,29.92,15.88,7.94,23.21,40.91,31.14,43.97,42.14,48.85,17.09,22.59,11.61,29.31,12.82,15.88,25.04,23.2,46.41
53.12,51.3,52.52,51.3,29.31,28.701,20.76,15.88,26.87,27.48,25.04,31.75,25.65,28.7,11.6,28.71,23.82,30.53,15.88,26.87,27.48,25.04,31.75,33.59,20.149,15.88,2.45,15.27,17.71,17.1,8.55,14.04,7.32,16.49,27.48,26.87,29.92,14.66,7.94,21.98,40.91,30.53,43.97,42.14,48.85,17.09,21.98,11.61,29.31,12.82,15.88,24.43,23.81,46.41
53.12,51.3,52.52,51.3,29.92,28.701,21.37,15.88,26.87,26.87,25.65,31.75,25.65,28.7,12.21,28.71,23.82,30.53,15.88,26.87,26.87,25.65,31.75,34.81,20.76,15.27,2.45,14.66,17.71,16.49,8.55,14.04,7.32,16.49,27.48,25.64,29.92,15.27,7.94,21.98,40.3,31.14,43.36,41.53,48.24,17.09,22.59,11.61,28.7,12.82,16.49,25.04,24.42,46.41
53.12,51.3,52.52,51.3,29.92,28.701,20.15,15.27,26.26,27.48,26.26,31.14,25.65,28.7,11.6,28.09,23.21,31.15,15.27,26.26,27.48,26.26,31.14,34.2,20.76,15.27,2.45,14.66,17.71,17.1,8.55,14.04,6.71,16.49,27.48,25.64,29.92,15.27,7.94,21.37,39.69,31.14,43.97,42.14,48.85,17.7,22.59,12.22,28.7,13.43,16.49,25.04,23.81,46.41
53.73,51.3,53.13,51.91,29.31,28.701,20.15,15.27,26.26,27.48,26.26,31.75,25.65,28.7,11.6,28.71,23.21,29.92,15.27,26.26,27.48,26.26,31.75,34.2,20.76,15.27,2.45,14.66,17.102,17.1,8.55,14.04,7.32,16.49,27.48,25.64,29.92,15.27,7.94,21.37,40.3,31.14,43.36,41.53,48.24,17.7,22.59,12.22,28.09,12.82,16.49,24.43,24.42,47.02
53.73,51.3,53.13,51.3,29.31,28.701,20.76,15.27,26.26,27.48,26.26,31.75,25.65,28.09,11.6,28.71,23.21,30.53,15.27,26.26,27.48,26.26,31.75,34.2,20.149,15.27,1.84,14.66,17.102,16.49,9.16,14.04,7.32,17.1,26.87,25.64,29.92,15.27,7.94,20.76,40.3,31.75,43.97,42.14,48.24,17.7,21.98,12.22,28.09,12.82,17.1,25.04,24.42,47.02
53.73,51.91,53.13,51.91,28.7,28.091,20.15,14.66,26.87,27.48,26.26,31.75,25.65,28.09,11.6,28.71,23.21,30.53,14.66,26.87,27.48,26.26,31.75,34.2,20.149,15.27,2.45,14.66,17.102,16.49,8.55,14.04,7.32,17.71,26.87,25.64,29.92,15.88,7.94,20.76,40.91,31.75,42.75,41.53,48.24,18.32,23.2,12.22,27.482,12.82,17.1,25.04,24.42,47.02
53.73,51.3,53.13,51.91,28.7,27.481,20.15,15.27,26.26,27.48,25.65,31.14,25.04,27.48,11.6,28.71,23.21,30.53,15.27,26.26,27.48,25.65,31.14,34.2,20.149,15.27,3.06,14.66,17.102,16.49,9.16,14.04,7.32,17.1,26.26,25.03,29.92,15.27,8.55,20.76,40.91,31.14,43.36,41.53,48.24,17.7,23.2,12.83,27.482,12.82,16.49,24.43,23.81,46.41
53.73,51.91,53.13,51.91,28.7,27.481,20.15,14.66,26.26,28.09,26.26,31.75,25.65,27.48,11.6,28.71,23.21,30.53,14.66,26.26,28.09,26.26,31.75,34.2,19.539,14.66,3.06,14.66,17.71,16.49,9.16,13.43,6.71,17.71,26.87,25.03,29.92,15.27,8.55,20.15,40.91,31.75,42.75,41.53,47.63,17.7,23.2,12.83,26.261,12.82,16.49,25.04,24.42,47.63
53.12,51.91,53.74,51.91,28.09,28.091,19.54,14.66,26.26,27.48,25.65,31.75,25.04,28.09,11.6,28.71,22.59,31.15,14.66,26.26,27.48,25.65,31.75,34.2,19.539,14.66,3.06,15.27,17.102,17.1,9.16,13.43,7.32,17.1,26.26,24.42,29.92,15.27,8.55,19.54,40.91,31.14,42.75,41.53,47.63,17.7,22.59,12.83,26.261,12.82,16.49,25.04,23.81,47.02
53.73,51.3,53.74,51.91,28.09,27.481,19.54,14.66,25.65,27.48,26.87,31.14,25.04,27.48,11.6,28.71,22.59,30.53,14.66,25.65,27.48,26.87,31.14,34.81,18.928,14.66,3.06,14.66,17.102,16.49,9.16,12.82,7.32,17.1,26.87,24.42,29.92,15.88,8.55,19.54,40.91,31.14,43.36,41.53,47.63,18.32,23.2,12.83,26.261,12.82,16.49,24.43,23.81,47.02
54.35,51.91,53.74,52.52,28.09,27.481,19.54,14.66,26.26,27.48,26.87,31.75,25.04,27.48,11.6,28.71,23.21,29.92,14.66,26.26,27.48,26.87,31.75,34.2,19.539,14.05,2.45,14.66,17.102,17.1,9.16,13.43,6.71,17.71,26.26,24.42,29.92,15.88,9.16,18.32,40.91,31.75,42.75,40.92,47.63,18.32,23.2,12.83,26.261,12.82,17.1,24.43,23.81,47.02
54.35,51.91,53.74,54.35,28.09,27.481,19.54,14.05,26.26,27.48,26.87,31.14,25.04,27.48,11.6,28.71,22.59,30.53,14.05,26.26,27.48,26.87,31.14,34.2,19.539,14.05,3.06,14.66,17.102,16.49,9.16,12.82,7.32,17.71,26.26,23.81,29.92,15.88,8.55,18.32,40.91,31.14,42.75,40.92,47.02,18.32,23.2,12.83,25.039,12.21,17.1,25.04,24.42,47.63
53.12,52.52,54.35,54.35,27.47,26.871,18.93,14.05,25.65,27.48,26.87,31.75,24.43,26.87,10.99,28.71,22.59,30.53,14.05,25.65,27.48,26.87,31.75,34.2,18.928,14.05,3.06,14.66,17.102,16.49,9.16,12.21,6.71,17.1,25.65,23.2,29.92,15.88,8.55,17.71,41.52,31.75,42.14,40.92,47.63,17.7,23.2,13.44,25.65,12.82,17.1,24.43,24.42,47.63
54.35,51.91,54.35,54.35,27.47,26.871,18.93,14.05,26.26,27.48,26.87,31.75,24.43,26.87,11.6,28.71,23.21,29.92,14.05,26.26,27.48,26.87,31.75,34.81,18.928,14.05,2.45,14.66,16.491,16.49,9.16,12.21,7.32,17.1,25.65,23.81,29.31,15.88,8.55,17.71,41.52,31.14,42.75,40.92,47.63,17.7,23.2,13.44,25.039,12.21,17.1,25.04,24.42,48.24
53.73,51.3,54.35,54.35,27.47,26.871,18.93,13.44,25.65,27.48,27.48,31.14,24.43,26.87,10.99,28.09,22.59,30.53,13.44,25.65,27.48,27.48,31.14,34.81,18.32,14.05,3.06,14.66,16.491,16.49,8.55,12.21,7.32,17.1,25.65,23.81,29.31,15.88,8.55,17.1,41.52,31.14,42.75,40.31,47.02,17.7,23.2,13.44,24.429,12.82,17.1,25.04,23.81,47.63
54.35,51.91,53.74,54.35,27.47,26.871,18.93,12.82,25.65,27.48,27.48,31.14,24.43,26.87,10.99,28.71,21.98,30.53,12.82,25.65,27.48,27.48,31.14,34.81,18.32,14.05,3.06,14.66,16.491,16.49,9.77,12.21,7.32,17.71,25.65,23.2,29.31,15.88,8.55,17.1,42.13,31.75,42.14,40.31,47.02,17.7,23.2,13.44,24.429,12.21,17.1,25.04,23.81,47.02
53.73,51.91,54.35,54.35,27.47,26.871,18.93,13.44,25.65,27.48,26.26,31.14,25.04,26.26,10.99,28.71,22.59,29.92,13.44,25.65,27.48,26.26,31.14,34.81,18.928,14.05,3.06,14.66,16.491,16.49,9.77,11.6,6.71,17.1,25.65,23.2,29.31,15.88,9.16,16.49,41.52,31.14,42.14,40.31,47.02,17.7,23.2,14.05,24.429,12.82,17.1,25.04,23.81,47.02
54.35,51.91,54.96,54.35,27.47,26.261,18.32,12.82,25.03,27.48,26.87,31.14,24.43,26.26,11.6,28.71,22.59,29.92,12.82,25.03,27.48,26.87,31.14,34.81,18.32,13.44,3.06,14.66,15.881,16.49,9.77,12.21,7.32,17.71,25.65,22.59,29.31,15.88,9.16,16.49,42.13,31.75,42.14,40.31,47.02,17.7,22.59,14.05,23.818,12.21,17.1,25.04,24.42,48.24
54.96,51.91,54.35,54.35,26.86,26.261,18.32,12.82,25.65,26.87,26.87,31.14,24.43,26.26,11.6,28.71,21.98,29.92,12.82,25.65,26.87,26.87,31.14,34.81,18.32,12.83,3.06,14.05,15.881,16.49,9.77,11.6,7.32,17.71,25.04,22.59,29.31,16.49,8.55,16.49,41.52,31.75,41.52,39.7,46.41,17.7,22.59,14.05,23.21,12.21,17.1,24.43,23.81,47.63
54.35,51.3,54.96,54.35,26.86,26.261,18.32,12.82,25.65,26.87,26.87,31.14,24.43,25.65,10.99,28.71,21.98,29.92,12.82,25.65,26.87,26.87,31.14,34.2,18.32,12.83,3.67,14.66,15.881,16.49,9.77,11.6,7.32,17.71,25.04,22.59,29.92,15.88,9.16,15.88,42.74,31.75,41.52,39.7,46.41,17.7,23.2,14.05,23.21,12.82,17.1,24.43,23.81,48.24
54.35,51.91,55.57,53.74,26.25,26.261,18.32,12.82,25.03,26.87,27.48,31.14,24.43,25.65,10.99,28.71,21.98,29.92,12.82,25.03,26.87,27.48,31.14,34.2,18.32,13.44,3.06,13.44,15.881,16.49,9.77,10.99,7.32,17.71,24.43,22.59,28.7,15.88,9.16,15.27,43.36,32.36,41.52,39.7,46.41,17.7,23.2,14.05,22.6,12.21,17.1,24.43,23.81,47.63
54.96,51.3,54.96,54.35,26.25,25.651,17.71,12.82,25.03,26.87,26.87,31.14,23.82,25.65,10.99,28.71,21.98,29.92,12.82,25.03,26.87,26.87,31.14,34.81,17.71,13.44,3.06,14.05,15.881,16.49,9.77,10.99,7.32,17.71,24.43,21.98,29.31,16.49,9.77,14.66,43.97,31.75,40.91,39.7,45.8,17.7,23.2,14.05,22.6,12.21,16.49,24.43,23.2,47.63
54.35,51.3,54.96,53.74,26.25,25.651,17.71,12.82,24.42,26.87,26.87,30.53,24.43,25.65,10.99,28.71,21.37,29.31,12.82,24.42,26.87,26.87,30.53,34.81,17.71,12.83,3.67,14.05,15.881,16.49,9.16,9.77,6.71,17.71,23.82,21.98,28.7,16.49,9.16,14.66,43.36,31.75,40.91,39.08,45.8,17.09,22.59,14.05,21.99,12.21,17.1,24.43,23.81,47.63
54.35,51.3,54.96,53.74,25.64,25.651,18.32,12.21,25.03,26.87,26.26,31.14,23.82,25.65,10.38,28.09,21.37,29.92,12.21,25.03,26.87,26.26,31.14,35.42,18.32,12.83,3.67,14.66,15.881,16.49,9.77,9.77,7.32,17.71,23.82,21.98,29.31,15.88,9.16,14.66,43.36,31.75,40.91,39.08,45.8,17.7,22.59,14.05,21.99,12.21,16.49,23.82,23.81,48.24
54.96,51.3,54.96,53.74,25.03,25.041,17.1,12.21,25.03,26.26,26.87,31.14,23.82,25.04,10.99,28.71,21.98,29.31,12.21,25.03,26.26,26.87,31.14,34.81,17.71,12.83,3.67,14.66,15.27,16.49,9.77,9.77,7.32,17.71,23.82,21.37,28.7,16.49,8.55,14.05,43.36,31.14,40.91,39.08,45.19,17.7,22.59,14.05,21.38,12.21,17.1,24.43,23.81,47.63
54.96,51.3,54.96,53.74,24.42,25.041,17.71,12.21,25.03,26.87,26.26,30.53,23.82,25.04,10.38,28.71,21.37,29.92,12.21,25.03,26.87,26.26,30.53,34.81,17.1,12.83,3.67,14.66,15.27,16.49,9.77,9.77,6.71,17.71,23.82,21.37,28.7,16.49,9.16,14.05,43.97,31.14,40.91,38.47,45.19,17.09,22.59,14.66,21.38,12.21,17.1,23.82,23.81,48.24
54.35,50.69,55.57,53.74,24.42,25.651,17.71,11.6,24.42,26.87,26.87,30.53,23.82,25.04,10.99,27.48,20.76,29.31,11.6,24.42,26.87,26.87,30.53,34.81,17.1,12.83,3.67,14.05,15.27,16.49,9.77,9.77,7.32,17.71,23.21,20.15,28.7,15.88,9.16,13.44,43.97,31.75,40.91,39.08,45.19,17.09,21.98,14.66,20.76,12.21,17.1,23.82,23.81,48.24
54.96,51.3,56.18,53.13,24.42,25.041,17.1,11.6,24.42,26.87,26.26,31.14,23.82,25.04,10.99,28.71,21.37,29.31,11.6,24.42,26.87,26.26,31.14,34.81,17.1,12.83,3.67,14.05,15.27,15.88,9.77,9.16,7.32,17.71,23.82,20.15,28.7,15.88,9.77,13.44,43.36,31.75,40.91,39.08,45.19,17.09,22.59,14.05,20.76,11.6,17.1,24.43,23.2,47.63
54.96,50.69,55.57,53.74,23.2,24.431,17.1,11.6,25.03,26.87,26.26,30.53,23.21,25.04,10.99,28.71,21.37,28.7,11.6,25.03,26.87,26.26,30.53,35.42,17.1,12.22,3.67,14.05,15.27,15.88,9.77,8.55,7.32,17.71,23.21,20.76,28.09,15.88,9.16,12.82,43.36,31.75,40.3,38.47,44.58,17.09,22.59,14.66,20.76,12.21,17.1,24.43,23.2,48.24
54.35,50.69,56.18,53.13,23.2,24.431,17.1,11.6,24.42,26.26,26.26,30.53,23.21,25.04,10.38,28.09,20.76,29.31,11.6,24.42,26.26,26.26,30.53,34.81,16.49,12.22,3.67,14.05,15.27,16.49,10.38,8.55,6.71,17.71,23.21,20.76,28.09,16.49,9.16,13.44,42.74,31.75,39.69,38.47,44.58,17.09,21.98,14.66,19.54,12.21,16.49,23.82,23.2,47.63
