0mM,0mM,0mM,0mM,0mM,0mM,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
48.24,39.08,40.92,37.25,28.09,28.701,-0.61,1.23,18.32,-3.06,-2.44,-2.44,48.24,67.78,48.24,50.08,45.8,56.18,13.44,45.19,26.871,26.26,31.14,31.14,14.65,27.48,1.83,42.75,43.36,38.47,50.07,36.64,7.94,9.16,7.33,13.44,28.09,39.09,43.97,28.09,28.09,1.22,6.11,12.21,-9.16,-10.99,3.05,17.71,30.53,-1.84,1.22,31.14,26.871,26.26
48.85,39.7,41.53,38.47,28.7,28.701,-1.22,0.61,18.32,-3.06,-3.05,-3.05,48.85,67.78,48.85,50.69,46.41,56.18,14.05,45.8,27.481,26.26,31.75,31.75,14.04,28.09,1.83,43.36,44.58,39.69,51.29,37.86,7.33,10.38,7.94,14.66,28.09,39.7,43.35,28.09,28.09,1.83,6.11,11.6,-9.16,-10.99,3.05,17.71,30.53,-1.84,1.83,31.75,27.481,26.26
48.24,40.31,42.14,39.08,28.7,28.701,-0.61,0.61,18.93,-3.06,-3.05,-2.44,48.85,68.39,49.46,51.3,46.41,56.79,14.66,45.8,27.481,26.26,31.75,31.75,14.65,28.7,1.83,43.36,44.58,39.69,51.9,39.08,7.33,9.77,7.94,15.27,28.09,39.7,43.35,28.09,28.09,1.22,6.11,12.83,-8.55,-10.38,3.05,18.32,30.53,-1.22,1.22,31.75,27.481,26.26
48.85,40.92,42.75,39.69,29.31,29.311,-1.22,0.61,18.93,-3.67,-3.05,-3.05,49.46,69.61,50.69,51.91,47.63,57.4,15.27,45.19,28.091,26.26,32.36,32.36,14.65,28.7,2.44,43.97,44.58,39.69,53.12,39.69,7.33,10.38,7.94,14.66,28.09,40.31,43.35,28.09,28.09,1.83,6.11,12.83,-9.16,-10.38,3.66,18.32,31.14,-1.22,1.83,32.36,28.091,26.26
49.46,42.14,43.97,40.3,28.7,28.701,-1.83,0.61,18.93,-3.06,-2.44,-3.05,50.07,70.22,50.69,52.52,47.63,58.01,15.27,46.41,28.701,26.87,32.97,32.97,14.04,28.7,1.83,43.36,44.58,40.3,53.73,39.69,7.94,10.38,7.94,15.27,28.09,39.7,43.35,28.09,28.09,1.83,6.11,13.44,-9.16,-10.38,3.66,18.93,31.14,-1.22,1.83,32.97,28.701,26.87
50.07,42.14,43.97,40.92,29.92,29.311,-1.83,0.61,19.54,-3.06,-3.05,-3.05,50.68,70.22,50.69,53.13,48.24,58.62,15.88,45.8,28.701,27.48,32.97,32.97,14.65,28.09,2.44,43.97,45.19,40.3,54.34,40.91,7.33,10.38,7.94,14.05,28.09,40.31,43.35,28.09,28.09,1.83,6.11,13.44,-8.55,-10.99,3.66,19.54,31.14,-0.61,1.83,32.97,28.701,27.48
50.07,43.36,44.58,42.14,29.31,28.701,-1.83,0.61,18.93,-3.06,-3.05,-2.44,51.29,70.22,51.91,53.74,48.85,58.62,15.27,46.41,28.701,26.87,32.36,32.36,15.26,29.32,2.44,45.19,45.8,40.3,54.95,41.52,7.94,10.38,7.94,14.05,28.7,40.31,43.35,28.7,28.7,1.83,6.11,12.83,-8.55,-10.99,3.66,19.54,31.14,-0.61,1.83,32.36,28.701,26.87
50.07,43.97,45.19,42.14,29.31,28.701,-2.44,0,18.93,-3.06,-3.05,-3.05,51.29,70.83,51.91,53.74,48.85,59.23,16.49,46.41,29.311,28.09,33.58,33.58,14.65,29.32,2.44,44.58,45.19,40.91,55.57,42.14,6.72,10.38,7.94,14.66,28.7,39.7,43.97,28.7,28.7,1.83,6.11,13.44,-9.16,-10.38,3.66,20.15,31.14,0,1.83,33.58,29.311,28.09
50.68,44.58,45.19,43.36,29.31,29.921,-2.44,0,19.54,-3.67,-3.66,-3.66,52.51,71.44,52.52,53.74,49.46,59.23,16.49,46.41,28.701,27.48,33.58,33.58,15.26,29.32,2.44,45.19,46.41,40.91,56.18,42.75,7.94,10.38,8.55,14.66,28.7,39.7,43.97,28.7,28.7,1.83,6.11,14.05,-8.55,-10.99,3.05,20.15,31.75,-0.61,1.83,33.58,28.701,27.48
50.07,45.19,46.41,43.97,29.92,29.311,-3.05,0,19.54,-3.06,-3.66,-3.05,52.51,71.44,52.52,54.35,49.46,59.85,17.1,47.02,29.311,27.48,34.19,34.19,14.65,29.32,3.05,44.58,46.41,41.52,56.18,43.36,7.33,10.38,8.55,14.66,28.7,39.7,44.58,28.7,28.7,3.06,6.11,14.05,-8.55,-10.38,3.66,20.76,31.75,-0.61,3.06,34.19,29.311,27.48
51.29,45.19,46.41,44.58,29.31,29.311,-3.05,0,19.54,-3.06,-3.66,-3.66,53.12,72.05,53.13,54.35,50.07,59.85,17.1,46.41,28.701,28.09,34.8,34.8,14.65,29.32,2.44,44.58,46.41,40.91,56.79,43.97,6.72,10.38,7.94,14.05,28.7,40.31,43.97,28.7,28.7,1.83,5.5,13.44,-9.16,-10.38,3.05,20.76,31.75,0,1.83,34.8,28.701,28.09
50.68,45.8,47.02,44.58,29.92,29.921,-3.05,0,19.54,-3.67,-3.66,-3.66,53.12,72.05,53.13,54.96,50.07,60.46,17.1,46.41,28.701,28.09,34.19,34.19,14.65,29.32,2.44,44.58,46.41,40.91,57.4,44.58,7.33,10.38,7.94,14.05,28.7,39.7,43.97,28.7,28.7,1.83,6.11,14.66,-8.55,-9.77,3.66,20.76,32.36,0,1.83,34.19,28.701,28.09
50.68,45.8,47.64,45.19,29.92,30.531,-3.66,-0.61,19.54,-3.06,-4.27,-3.66,53.73,72.05,53.13,54.96,50.68,60.46,17.71,47.02,29.921,28.09,34.8,34.8,14.65,29.32,3.05,44.58,46.41,40.91,58.01,45.19,6.72,10.38,7.94,13.44,28.09,39.7,43.97,28.09,28.09,2.44,6.11,14.66,-9.16,-9.77,3.66,21.37,32.36,0,2.44,34.8,29.921,28.09
51.9,47.02,48.86,45.8,29.92,30.531,-3.66,-0.61,20.15,-3.06,-4.27,-3.66,53.73,72.66,53.74,54.96,50.68,60.46,18.32,46.41,29.311,28.09,34.8,34.8,15.26,29.93,3.05,45.19,46.41,40.91,58.01,45.19,6.72,10.38,8.55,14.05,28.7,39.7,44.58,28.7,28.7,2.44,5.5,15.27,-9.16,-9.77,3.66,21.37,32.36,0.61,2.44,34.8,29.311,28.09
51.29,47.63,48.86,46.41,30.53,29.921,-4.27,-1.22,20.15,-3.06,-4.27,-3.66,53.73,72.66,53.74,55.57,51.29,60.46,17.71,47.02,29.311,28.7,34.8,34.8,14.65,28.7,3.05,45.19,47.02,40.91,58.62,46.41,6.72,9.77,8.55,14.05,29.31,39.7,44.58,29.31,29.31,2.44,5.5,14.05,-9.16,-9.77,3.66,21.37,31.75,0.61,2.44,34.8,29.311,28.7
51.9,47.63,49.47,47.02,31.14,29.921,-4.27,-0.61,20.15,-3.06,-4.27,-3.66,54.34,72.66,53.74,54.96,51.29,61.07,18.32,47.02,29.921,28.7,35.41,35.41,14.65,29.32,3.05,45.19,46.41,41.52,58.62,45.8,6.72,9.77,8.55,14.05,29.31,40.31,44.58,29.31,29.31,2.44,6.11,14.66,-9.16,-9.77,3.05,21.98,31.75,0,2.44,35.41,29.921,28.7
51.29,47.63,49.47,48.24,31.14,29.921,-4.27,-1.83,20.15,-3.67,-4.89,-4.27,54.34,72.66,54.35,55.57,51.29,61.07,18.93,46.41,30.531,28.7,34.8,34.8,14.65,29.32,3.66,45.19,46.41,41.52,58.62,46.41,6.72,9.77,7.94,13.44,29.31,40.31,45.19,29.31,29.31,2.44,5.5,14.66,-9.16,-9.77,3.66,21.98,32.36,0.61,2.44,34.8,30.531,28.7
51.9,48.24,50.08,48.24,30.53,29.921,-4.88,-1.22,20.15,-3.06,-4.89,-4.27,54.95,72.66,54.35,55.57,51.91,61.68,18.93,47.02,30.531,28.7,35.41,35.41,14.65,29.32,3.66,45.8,46.41,41.52,59.23,47.63,6.11,9.16,7.33,13.44,29.31,40.31,45.19,29.31,29.31,2.44,6.11,15.27,-9.16,-9.16,3.66,21.98,31.75,0.61,2.44,35.41,30.531,28.7
51.9,48.85,50.08,48.85,30.53,29.921,-4.88,-1.83,20.15,-3.06,-4.89,-3.66,54.95,72.66,54.35,55.57,51.91,61.68,18.93,47.02,29.921,29.31,35.41,35.41,14.65,28.7,3.05,45.8,47.02,41.52,59.23,47.63,6.11,8.55,7.33,13.44,29.31,40.31,44.58,29.31,29.31,1.83,5.5,14.66,-9.77,-9.16,3.66,21.98,32.36,0.61,1.83,35.41,29.921,29.31
52.51,48.85,50.69,48.85,29.92,29.921,-5.49,-1.83,20.15,-3.67,-5.5,-4.27,54.95,72.66,53.74,54.96,51.29,61.68,18.93,47.63,29.921,28.7,34.8,34.8,14.04,29.32,3.66,45.8,47.02,41.52,59.23,47.63,6.72,9.16,7.94,12.83,29.92,40.31,45.19,29.92,29.92,2.44,5.5,14.66,-9.77,-9.77,3.66,22.59,32.36,0.61,2.44,34.8,29.921,28.7
52.51,48.85,50.69,49.46,29.92,29.311,-4.88,-1.83,20.15,-3.06,-4.89,-4.27,55.56,72.66,54.96,55.57,51.91,61.68,19.55,47.02,29.921,28.7,34.8,34.8,14.65,29.32,3.66,45.8,47.02,41.52,59.23,47.63,6.72,8.55,7.33,12.83,29.31,40.31,44.58,29.31,29.31,2.44,5.5,14.66,-9.77,-9.16,3.66,22.59,32.36,1.22,2.44,34.8,29.921,28.7
51.9,49.47,51.3,49.46,29.92,29.311,-6.1,-2.44,20.15,-3.06,-5.5,-4.27,54.95,72.66,54.35,55.57,51.29,61.68,18.93,47.63,29.921,29.31,34.8,34.8,14.04,29.32,3.66,45.8,47.02,41.52,59.84,48.24,6.72,9.16,7.94,12.21,29.31,40.31,45.19,29.31,29.31,2.44,5.5,15.27,-10.38,-8.55,3.66,22.59,31.75,1.22,2.44,34.8,29.921,29.31
52.51,49.47,51.3,49.46,30.53,29.921,-5.49,-2.44,20.76,-3.67,-5.5,-4.27,54.95,72.66,54.35,55.57,51.91,61.07,18.93,47.02,29.921,28.7,34.8,34.8,14.65,28.7,3.66,45.19,47.02,42.13,59.84,48.85,6.72,9.16,7.94,12.21,29.92,40.31,45.8,29.92,29.92,2.44,5.5,14.66,-10.38,-9.16,3.66,22.59,32.36,0.61,2.44,34.8,29.921,28.7
52.51,50.08,51.91,50.69,29.92,29.921,-5.49,-3.05,20.76,-3.67,-5.5,-4.27,54.34,72.66,54.96,54.96,51.91,61.68,19.55,47.63,29.921,29.31,35.41,35.41,14.65,28.7,3.66,45.19,47.02,41.52,59.84,48.85,6.11,8.55,7.94,12.21,29.92,40.31,44.58,29.92,29.92,2.44,5.5,14.05,-10.38,-9.16,4.27,22.59,31.14,1.22,2.44,35.41,29.921,29.31
52.51,50.08,51.91,50.69,31.14,29.311,-6.1,-2.44,20.76,-3.67,-5.5,-4.88,54.95,72.66,54.35,54.96,51.91,62.29,19.55,47.02,29.311,28.7,35.41,35.41,14.04,29.32,3.66,45.8,46.41,41.52,59.84,48.85,6.11,8.55,7.33,12.21,29.92,40.31,45.19,29.92,29.92,2.44,5.5,15.27,-9.77,-8.55,3.66,23.21,31.75,1.22,2.44,35.41,29.311,28.7
52.51,50.69,51.91,50.69,29.92,29.921,-6.71,-3.05,20.76,-3.67,-6.11,-4.27,54.95,72.66,54.35,55.57,52.52,62.29,20.16,47.63,29.311,28.7,34.8,34.8,14.65,29.32,3.66,45.8,46.41,41.52,59.84,49.46,6.11,7.33,7.94,11.6,29.92,40.31,44.58,29.92,29.92,2.44,4.89,14.66,-10.38,-8.55,3.66,22.59,32.36,1.22,2.44,34.8,29.311,28.7
52.51,50.69,52.52,50.69,30.53,29.311,-7.32,-3.05,20.15,-3.67,-6.11,-4.88,55.56,73.27,54.35,55.57,51.91,61.68,19.55,47.63,29.921,28.7,35.41,35.41,14.65,29.32,3.66,44.58,45.8,41.52,60.45,48.85,5.5,8.55,7.94,11.6,29.31,40.31,44.58,29.31,29.31,1.83,5.5,15.27,-10.38,-7.32,3.66,22.59,31.75,1.22,1.83,35.41,29.921,28.7
52.51,50.69,52.52,51.3,30.53,29.311,-7.32,-3.05,21.37,-4.28,-6.11,-4.88,55.56,72.66,54.35,54.96,52.52,62.29,20.16,47.63,29.921,28.7,34.8,34.8,14.65,28.7,3.05,45.19,46.41,41.52,60.45,49.46,5.5,7.33,7.33,10.99,29.92,40.31,44.58,29.92,29.92,1.83,5.5,15.27,-10.99,-7.94,4.27,23.21,31.75,1.22,1.83,34.8,29.921,28.7
52.51,50.69,53.13,51.91,29.92,29.311,-7.32,-3.05,20.76,-3.67,-6.11,-4.88,54.95,72.66,54.96,55.57,52.52,61.68,19.55,47.63,29.311,28.7,34.8,34.8,14.65,28.7,3.66,44.58,45.19,41.52,60.45,49.46,6.11,7.33,7.33,11.6,29.31,40.31,44.58,29.31,29.31,1.83,5.5,15.27,-10.99,-7.94,3.66,23.21,31.14,1.22,1.83,34.8,29.311,28.7
53.12,51.3,52.52,51.91,29.31,29.311,-7.32,-3.05,20.76,-3.67,-6.11,-4.88,54.95,72.66,54.96,54.96,52.52,61.68,20.16,47.63,29.921,29.31,34.19,34.19,14.65,28.7,3.66,43.97,45.8,41.52,60.45,49.46,5.5,7.33,7.33,11.6,29.31,40.31,44.58,29.31,29.31,1.83,5.5,14.66,-10.99,-7.94,4.27,23.82,31.14,0.61,1.83,34.19,29.921,29.31
53.12,50.69,52.52,51.3,29.92,29.311,-7.93,-4.27,20.76,-3.67,-6.11,-4.88,54.95,72.05,54.35,54.96,51.91,61.07,20.16,48.25,29.311,28.7,34.8,34.8,14.65,28.09,4.88,43.97,45.19,40.91,59.84,49.46,5.5,7.33,7.33,10.99,29.92,40.31,45.19,29.92,29.92,2.44,5.5,15.27,-10.99,-7.32,4.27,23.21,31.14,0.61,2.44,34.8,29.311,28.7
53.12,51.3,52.52,51.3,29.31,28.701,-7.93,-3.66,20.76,-3.67,-6.72,-5.5,54.95,72.05,54.35,54.35,51.91,61.68,20.77,47.63,29.311,29.31,33.58,33.58,14.04,28.09,3.66,43.97,45.8,40.3,60.45,50.07,6.11,6.72,7.33,10.38,29.92,40.31,44.58,29.92,29.92,2.44,4.89,15.27,-10.38,-6.71,4.27,23.21,31.14,0.61,2.44,33.58,29.311,29.31
53.12,51.3,52.52,51.3,29.92,28.701,-7.93,-4.27,21.37,-3.67,-7.33,-5.5,54.95,72.05,54.35,54.96,52.52,61.68,20.77,47.63,29.311,28.7,34.19,34.19,14.65,28.09,3.66,43.97,46.41,40.91,60.45,50.07,6.11,6.72,6.72,10.38,29.92,40.31,44.58,29.92,29.92,2.44,5.5,15.27,-10.99,-6.1,4.27,23.82,30.53,0.61,2.44,34.19,29.311,28.7
53.12,51.3,52.52,51.3,29.92,28.701,-8.55,-4.27,21.37,-3.67,-6.72,-5.5,54.95,72.05,54.35,54.96,51.91,61.68,20.77,48.25,29.311,28.7,34.19,34.19,14.04,28.09,4.27,43.36,45.19,39.69,60.45,50.07,5.5,6.72,6.72,10.38,29.92,40.31,45.19,29.92,29.92,2.44,5.5,14.66,-10.99,-6.1,3.66,23.82,30.53,0.61,2.44,34.19,29.311,28.7
53.73,51.3,53.13,51.91,29.31,28.701,-8.55,-4.27,20.76,-3.67,-7.33,-4.88,54.95,72.05,54.96,54.96,51.91,61.68,20.77,47.63,29.311,28.7,34.19,34.19,14.04,28.7,4.27,43.36,45.19,40.91,60.45,50.68,5.5,6.72,6.11,10.38,30.53,39.7,45.19,30.53,30.53,2.44,5.5,15.27,-10.99,-6.1,4.27,23.82,31.14,0.61,2.44,34.19,29.311,28.7
53.73,51.3,53.13,51.3,29.31,28.701,-9.16,-4.88,21.37,-3.67,-7.33,-5.5,54.95,71.44,54.35,54.35,51.91,61.68,20.77,47.63,28.701,28.7,34.19,34.19,14.65,28.09,3.66,43.36,45.8,40.91,60.45,50.07,5.5,6.11,6.72,9.77,30.53,40.31,45.8,30.53,30.53,2.44,6.11,15.27,-10.99,-5.49,3.66,23.82,29.92,0.61,2.44,34.19,28.701,28.7
53.73,51.91,53.13,51.91,28.7,28.091,-9.16,-4.88,21.37,-4.28,-7.94,-5.5,54.34,71.44,54.35,54.35,52.52,61.68,20.77,47.63,28.701,28.09,34.19,34.19,14.04,28.09,4.27,43.97,45.19,40.3,60.45,50.07,5.5,5.5,6.72,9.77,30.53,40.31,45.19,30.53,30.53,1.83,5.5,15.27,-11.6,-5.49,4.27,23.82,30.53,0.61,1.83,34.19,28.701,28.09
53.73,51.3,53.13,51.91,28.7,27.481,-9.16,-4.88,21.37,-4.28,-7.94,-5.5,54.34,71.44,54.35,54.96,52.52,61.68,20.77,47.63,28.701,28.09,33.58,33.58,14.04,27.48,3.66,42.75,45.19,39.69,60.45,50.07,5.5,5.5,6.72,9.16,30.53,40.31,45.19,30.53,30.53,1.83,5.5,15.27,-11.6,-4.27,4.27,23.82,29.92,0.61,1.83,33.58,28.701,28.09
53.73,51.91,53.13,51.91,28.7,27.481,-9.16,-4.88,21.37,-3.67,-7.33,-5.5,53.73,71.44,54.35,54.35,51.91,61.07,20.77,47.63,28.701,28.09,32.97,32.97,14.04,27.48,4.27,42.75,45.19,39.69,60.45,50.68,4.89,5.5,6.72,9.16,30.53,40.92,45.8,30.53,30.53,2.44,6.11,15.27,-10.99,-4.27,4.27,23.82,29.31,0.61,2.44,32.97,28.701,28.09
53.12,51.91,53.74,51.91,28.09,28.091,-9.77,-4.88,21.37,-3.67,-7.94,-5.5,54.34,71.44,54.35,54.96,51.91,61.68,21.38,47.63,28.701,28.09,33.58,33.58,14.04,27.48,4.27,42.75,44.58,39.69,59.84,49.46,4.89,4.89,6.11,7.94,29.92,40.92,45.19,29.92,29.92,1.22,6.11,15.27,-11.6,-3.66,4.27,23.82,29.31,0,1.22,33.58,28.701,28.09
53.73,51.3,53.74,51.91,28.09,27.481,-9.77,-4.88,21.37,-3.67,-7.94,-5.5,53.73,70.83,53.74,53.74,51.91,61.07,21.38,48.25,28.091,28.09,33.58,33.58,14.04,27.48,3.66,42.75,44.58,39.08,60.45,50.07,5.5,4.89,6.11,8.55,30.53,40.92,44.58,30.53,30.53,1.83,6.11,15.27,-11.6,-3.66,4.27,23.82,29.31,-0.61,1.83,33.58,28.091,28.09
54.35,51.91,53.74,52.52,28.09,27.481,-9.77,-5.49,21.37,-3.06,-7.33,-5.5,53.12,70.83,53.74,54.35,52.52,61.07,20.77,47.63,27.481,27.48,32.36,32.36,14.04,27.48,4.27,43.36,43.97,39.08,60.45,50.07,4.89,4.89,6.11,8.55,30.53,40.92,45.19,30.53,30.53,1.83,5.5,15.27,-11.6,-3.05,3.66,23.21,28.7,0.61,1.83,32.36,27.481,27.48
54.35,51.91,53.74,54.35,28.09,27.481,-9.77,-4.88,21.37,-4.28,-7.94,-5.5,53.73,70.83,54.35,54.35,51.91,61.07,21.38,47.63,27.481,28.09,32.97,32.97,14.04,27.48,3.66,41.52,43.97,39.08,59.84,50.07,4.89,4.89,6.11,7.94,30.53,40.92,45.19,30.53,30.53,1.83,5.5,15.27,-11.6,-3.05,4.27,23.82,28.7,0,1.83,32.97,27.481,28.09
53.12,52.52,54.35,54.35,27.47,26.871,-9.77,-5.49,21.98,-3.67,-7.94,-5.5,53.73,70.22,54.35,53.74,51.91,61.07,21.99,48.25,28.091,27.48,32.97,32.97,14.04,26.87,4.27,41.52,43.36,39.08,60.45,50.07,4.89,4.28,6.11,7.33,30.53,40.92,45.19,30.53,30.53,1.22,5.5,15.27,-11.6,-3.05,3.66,23.21,28.7,0,1.22,32.97,28.091,27.48
54.35,51.91,54.35,54.35,27.47,26.871,-10.38,-5.49,21.37,-3.67,-7.94,-4.88,53.12,70.22,53.74,53.74,51.91,61.07,21.99,48.25,27.481,27.48,32.36,32.36,13.43,27.48,4.27,41.52,42.75,39.08,60.45,49.46,4.89,4.28,6.11,7.94,30.53,40.92,45.19,30.53,30.53,1.83,6.11,15.88,-11.6,-2.44,3.66,23.82,28.09,-0.61,1.83,32.36,27.481,27.48
53.73,51.3,54.35,54.35,27.47,26.871,-9.77,-5.49,21.37,-4.28,-8.55,-5.5,52.51,69.61,54.35,53.74,51.91,60.46,21.99,47.63,27.481,27.48,31.75,31.75,14.04,26.26,3.66,40.91,43.36,38.47,59.84,50.07,4.89,4.28,6.11,7.33,31.14,40.92,45.19,31.14,31.14,1.22,5.5,15.27,-12.21,-1.83,3.66,23.21,28.09,0,1.22,31.75,27.481,27.48
54.35,51.91,53.74,54.35,27.47,26.871,-10.38,-6.1,21.98,-3.67,-8.55,-5.5,52.51,70.22,53.74,54.35,51.29,61.07,21.38,48.25,27.481,27.48,31.75,31.75,13.43,26.87,3.66,40.91,42.75,38.47,59.84,49.46,4.89,3.67,6.11,7.33,30.53,40.92,45.19,30.53,30.53,0.61,6.11,15.27,-11.6,-1.83,4.27,23.82,27.48,-0.61,0.61,31.75,27.481,27.48
53.73,51.91,54.35,54.35,27.47,26.871,-10.99,-6.71,21.37,-3.67,-8.55,-5.5,52.51,69.61,53.74,53.13,51.29,60.46,21.99,48.25,26.871,26.87,31.75,31.75,13.43,26.26,4.27,40.91,42.14,38.47,59.23,49.46,4.89,4.28,5.5,7.33,30.53,40.92,45.19,30.53,30.53,0.61,6.11,14.66,-12.21,-1.22,3.66,23.82,26.87,-0.61,0.61,31.75,26.871,26.87
54.35,51.91,54.96,54.35,27.47,26.261,-10.99,-5.49,21.37,-3.67,-8.55,-5.5,52.51,69,53.74,53.74,51.29,60.46,22.6,47.63,26.871,26.87,31.14,31.14,13.43,26.26,4.27,40.3,42.14,37.86,59.84,49.46,4.89,3.06,5.5,7.33,31.14,40.92,45.19,31.14,31.14,0.61,6.11,15.27,-12.21,-1.22,3.66,23.21,26.87,-1.22,0.61,31.14,26.871,26.87
54.96,51.91,54.35,54.35,26.86,26.261,-10.99,-5.49,21.98,-4.28,-9.16,-5.5,51.29,69,53.74,53.74,51.29,60.46,22.6,47.63,26.871,26.87,31.14,31.14,14.04,26.26,3.66,40.3,41.52,37.86,59.84,50.07,4.89,3.67,5.5,6.72,31.14,40.92,45.19,31.14,31.14,0.61,6.72,15.27,-12.21,-0.61,4.27,23.82,27.48,-0.61,0.61,31.14,26.871,26.87
54.35,51.3,54.96,54.35,26.86,26.261,-11.6,-6.1,21.37,-3.06,-8.55,-4.88,51.9,69,53.74,53.74,51.91,60.46,22.6,48.25,26.871,26.87,31.14,31.14,13.43,25.65,4.27,39.08,40.91,37.24,59.84,49.46,4.28,3.06,5.5,6.11,30.53,40.31,45.19,30.53,30.53,0.61,6.11,15.27,-12.21,0,4.27,23.21,26.87,-1.22,0.61,31.14,26.871,26.87
54.35,51.91,55.57,53.74,26.25,26.261,-10.99,-5.49,21.98,-3.67,-9.16,-4.88,51.9,68.39,53.13,53.13,51.29,60.46,23.21,48.25,26.871,26.87,30.53,30.53,12.82,25.65,4.27,39.08,40.91,37.24,59.23,49.46,3.67,2.45,4.88,6.11,31.14,40.92,45.8,31.14,31.14,0.61,6.11,15.27,-12.21,0,4.27,23.21,26.87,-1.22,0.61,30.53,26.871,26.87
54.96,51.3,54.96,54.35,26.25,25.651,-11.6,-6.1,21.98,-4.28,-9.77,-5.5,50.68,68.39,53.13,53.13,50.68,59.85,23.21,48.25,26.261,26.26,29.92,29.92,13.43,26.26,4.27,38.47,40.3,37.24,59.23,49.46,4.28,3.06,4.88,6.11,30.53,40.92,45.8,30.53,30.53,0.61,6.11,15.27,-12.21,0.61,4.27,23.21,26.26,-1.22,0.61,29.92,26.261,26.26
54.35,51.3,54.96,53.74,26.25,25.651,-11.6,-6.1,21.37,-3.67,-9.16,-4.88,51.29,68.39,52.52,53.13,51.29,60.46,23.82,48.25,26.261,26.87,29.92,29.92,12.82,26.26,3.66,38.47,40.91,37.24,59.23,49.46,4.28,3.06,4.27,6.11,31.14,41.53,45.19,31.14,31.14,0,6.72,15.27,-12.82,1.22,4.27,23.82,26.26,-1.22,0,29.92,26.261,26.87
54.35,51.3,54.96,53.74,25.64,25.651,-10.99,-6.1,21.98,-3.67,-9.16,-4.88,50.68,68.39,52.52,53.13,51.29,59.85,23.21,48.25,26.261,26.26,29.92,29.92,13.43,26.26,3.05,38.47,39.69,36.63,59.23,49.46,4.28,2.45,4.88,5.5,31.14,40.92,45.8,31.14,31.14,0,6.72,14.66,-12.82,1.22,4.88,23.21,26.26,-1.84,0,29.92,26.261,26.26
54.96,51.3,54.96,53.74,25.03,25.041,-11.6,-6.71,21.37,-4.28,-9.77,-5.5,50.68,67.78,53.13,53.13,51.29,59.23,23.21,48.86,26.261,26.26,29.31,29.31,13.43,26.26,3.66,37.86,40.3,36.02,58.62,48.85,4.28,1.83,4.88,4.89,31.14,40.31,45.8,31.14,31.14,0,6.72,15.88,-12.82,1.84,4.27,23.82,25.65,-1.84,0,29.31,26.261,26.26
54.96,51.3,54.96,53.74,24.42,25.041,-11.6,-6.71,21.37,-3.67,-9.77,-5.5,50.68,67.78,52.52,52.52,51.29,59.23,23.82,48.86,25.651,26.26,29.31,29.31,13.43,25.65,3.66,37.86,40.3,35.41,58.62,48.85,4.28,1.83,4.88,4.89,31.14,40.92,45.19,31.14,31.14,0,6.72,15.27,-12.82,2.45,4.27,23.21,25.65,-1.84,0,29.31,25.651,26.26
54.35,50.69,55.57,53.74,24.42,25.651,-12.21,-6.71,21.37,-4.28,-9.77,-5.5,50.07,66.56,52.52,52.52,50.68,59.85,23.82,48.86,25.651,26.26,28.7,28.7,12.82,25.65,3.66,37.86,39.69,35.41,58.62,48.85,4.28,1.83,4.88,5.5,30.53,40.92,45.8,30.53,30.53,-0.61,6.72,15.27,-12.21,2.45,4.27,22.59,25.65,-2.45,-0.61,28.7,25.651,26.26
54.96,51.3,56.18,53.13,24.42,25.041,-12.82,-6.71,21.37,-3.67,-9.77,-4.88,49.46,66.56,52.52,52.52,50.68,59.23,24.43,48.86,25.651,25.65,28.7,28.7,12.82,25.65,3.66,37.25,39.08,35.41,58.62,48.24,3.67,1.83,4.27,4.89,30.53,40.92,45.8,30.53,30.53,-0.61,6.72,14.66,-12.82,3.06,4.88,23.82,25.04,-2.45,-0.61,28.7,25.651,25.65
54.96,50.69,55.57,53.74,23.2,24.431,-12.21,-6.1,21.37,-4.28,-9.16,-4.88,49.46,67.17,52.52,52.52,50.68,59.23,24.43,48.86,25.041,26.26,28.09,28.09,12.82,25.65,3.66,36.64,39.08,34.19,58.62,48.24,4.28,1.83,4.27,4.89,31.14,40.31,45.19,31.14,31.14,-0.61,6.72,14.66,-13.43,3.06,4.27,23.82,24.43,-1.84,-0.61,28.09,25.041,26.26
54.35,50.69,56.18,53.13,23.2,24.431,-12.21,-6.71,21.37,-4.28,-9.77,-4.88,49.46,66.56,52.52,51.91,50.68,59.23,23.82,48.25,25.041,25.65,28.09,28.09,13.43,25.04,3.66,37.25,38.47,34.19,58.62,48.24,4.28,1.22,4.27,4.28,31.14,40.92,45.19,31.14,31.14,-0.61,7.33,15.27,-12.82,3.06,4.88,23.21,24.43,-2.45,-0.61,28.09,25.041,25.65
